Token ID,Left hand Rarity (min),Left hand Rarity (avg),Left hand Rarity (weighted),Right hand Rarity (min),Right hand Rarity (avg),Right hand Rarity (weighted),Shoes Rarity (min),Shoes Rarity (avg),Shoes Rarity (weighted),Hat Rarity (min),Hat Rarity (avg),Hat Rarity (weighted),Glasses Rarity (min),Glasses Rarity (avg),Glasses Rarity (weighted),Accessories Rarity (min),Accessories Rarity (avg),Accessories Rarity (weighted),# of Accessoriess,Top Rarity (min),Top Rarity (avg),Top Rarity (weighted),# of Tops,Bottom Rarity (min),Bottom Rarity (avg),Bottom Rarity (weighted),# of Bottoms,Body Rarity (min),Body Rarity (avg),Body Rarity (weighted),# of Bodys,Hair Rarity (min),Hair Rarity (avg),Hair Rarity (weighted),Mouth Rarity (min),Mouth Rarity (avg),Mouth Rarity (weighted),Beard Rarity (min),Beard Rarity (avg),Beard Rarity (weighted),Eyes Rarity (min),Eyes Rarity (avg),Eyes Rarity (weighted),Skin Rarity (min),Skin Rarity (avg),Skin Rarity (weighted),Niftiness,Power,Swag,Wealth,Empathy,Health,Total Skills,Skill Tier,Skill Rarity,Rarity (min),Rarity (avg),Rarity (weighted)
539,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.0380859375,0.0380859375,0.0380859375,0.083984375,0.083984375,0.083984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.052734375,0.052734375,0.04835700988769531,1,0.0234375,0.0263671875,0.00162506103515625,2,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.021484375,0.021484375,0.021484375,0.2294921875,0.2294921875,0.2294921875,0.0390625,0.0390625,0.0390625,45,62,11,97,1,0,216,ordinary,0.845703125,4.175160255216946e-15,4.697055287119065e-15,1.845272237416427e-16
540,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.140625,0.140625,0.140625,0.0244140625,0.0654296875,0.00286102294921875,2,0.0341796875,0.04296875,0.0022363662719726562,2,0.0390625,0.0390625,0.03536224365234375,1,0.0478515625,0.0478515625,0.04289817810058594,1,0.0263671875,0.0263671875,0.0263671875,0.2255859375,0.2255859375,0.2255859375,0.021484375,0.021484375,0.021484375,0.1630859375,0.1630859375,0.1630859375,0.0146484375,0.0146484375,0.0146484375,63,23,19,73,51,7,236,ordinary,0.845703125,1.5748429080905625e-17,5.305870734915402e-17,9.799769856321487e-20
541,0.0224609375,0.0224609375,0.0224609375,0.0244140625,0.0244140625,0.0244140625,0.03515625,0.03515625,0.03515625,0.0283203125,0.0283203125,0.0283203125,0.064453125,0.064453125,0.064453125,0.1298828125,0.1298828125,0.10070991516113281,1,0.03125,0.03125,0.028656005859375,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.005859375,0.005859375,0.005859375,0.2255859375,0.2255859375,0.2255859375,0.0234375,0.0234375,0.0234375,0.2294921875,0.2294921875,0.2294921875,0.0390625,0.0390625,0.0390625,92,83,82,34,0,4,295,ordinary,0.845703125,7.974204276787947e-19,7.974204276787947e-19,4.6014641242446995e-19
542,0.166015625,0.166015625,0.166015625,0.02734375,0.02734375,0.02734375,0.0390625,0.0390625,0.0390625,0.03125,0.03125,0.03125,0.041015625,0.041015625,0.041015625,0.03125,0.03125,0.02423095703125,1,0.013671875,0.013671875,0.012537002563476562,1,0.0244140625,0.0244140625,0.022101402282714844,1,0.060546875,0.060546875,0.054279327392578125,1,0.0078125,0.0078125,0.0078125,0.2021484375,0.2021484375,0.2021484375,0.0087890625,0.0087890625,0.0087890625,0.2578125,0.2578125,0.2578125,0.06640625,0.06640625,0.06640625,68,10,41,36,31,85,271,ordinary,0.845703125,2.884763064235949e-20,2.884763064235949e-20,1.6646342740011696e-20
543,0.0771484375,0.0771484375,0.0771484375,0.0703125,0.0703125,0.0703125,0.0205078125,0.0205078125,0.0205078125,0.013671875,0.013671875,0.013671875,0.0751953125,0.0751953125,0.0751953125,0.033203125,0.033203125,0.025745391845703125,1,0.0234375,0.0234375,0.02149200439453125,1,0.0263671875,0.0263671875,0.02386951446533203,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.01171875,0.01171875,0.01171875,0.125,0.125,0.125,0.015625,0.015625,0.015625,0.2578125,0.2578125,0.2578125,0.1533203125,0.1533203125,0.1533203125,68,3,98,3,9,53,234,ordinary,0.845703125,1.5605399564068913e-19,1.5605399564068913e-19,9.004997081350353e-20
544,0.0458984375,0.0458984375,0.0458984375,0.0595703125,0.0595703125,0.0595703125,0.111328125,0.111328125,0.111328125,0.02734375,0.02734375,0.02734375,0.064453125,0.064453125,0.064453125,0.0732421875,0.0732421875,0.05679130554199219,1,0.025390625,0.025390625,0.023283004760742188,1,0.0234375,0.0234375,0.02121734619140625,1,0.060546875,0.060546875,0.054279327392578125,1,0.0126953125,0.0126953125,0.0126953125,0.0595703125,0.0595703125,0.0595703125,0.009765625,0.009765625,0.009765625,0.15625,0.15625,0.15625,0.03515625,0.03515625,0.03515625,81,21,48,55,30,37,272,ordinary,0.845703125,4.8572031377676635e-20,4.8572031377676635e-20,2.8028183385853117e-20
545,0.1923828125,0.1923828125,0.1923828125,0.037109375,0.037109375,0.037109375,0.111328125,0.111328125,0.111328125,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.03125,0.052734375,0.003662109375,2,0.0126953125,0.0126953125,0.011641502380371094,1,0.0126953125,0.026692708333333332,0.0002727508544921875,3,0.0712890625,0.080078125,0.004177093505859375,2,0.0068359375,0.0068359375,0.0068359375,0.064453125,0.064453125,0.064453125,0.0087890625,0.0087890625,0.0087890625,0.2294921875,0.2294921875,0.2294921875,0.0458984375,0.0458984375,0.0458984375,11,45,36,52,54,23,221,ordinary,0.845703125,5.717703764544173e-19,2.278797161585585e-18,7.734684326799337e-23
546,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.111328125,0.111328125,0.111328125,0.0283203125,0.0283203125,0.0283203125,0.2958984375,0.2958984375,0.2958984375,0.076171875,0.076171875,0.059062957763671875,1,0.015625,0.015625,0.0143280029296875,1,0.0361328125,0.0361328125,0.03271007537841797,1,0.068359375,0.068359375,0.00400543212890625,2,0.013671875,0.013671875,0.013671875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.1630859375,0.1630859375,0.1630859375,0.0146484375,0.0146484375,0.0146484375,47,2,94,70,77,98,388,silver,0.126953125,2.508443181741143e-17,2.508443181741143e-17,9.460661874674635e-19
547,0.1005859375,0.1005859375,0.1005859375,0.0595703125,0.0595703125,0.0595703125,0.0869140625,0.0869140625,0.0869140625,0.0810546875,0.0810546875,0.0810546875,0.2958984375,0.2958984375,0.2958984375,0.03125,0.03125,0.02423095703125,1,0.1484375,0.1484375,0.13611602783203125,1,0.068359375,0.068359375,0.06188392639160156,1,0.0400390625,0.0400390625,0.03589439392089844,1,0.0166015625,0.0166015625,0.0166015625,0.2021484375,0.2021484375,0.2021484375,0.056640625,0.056640625,0.056640625,0.2294921875,0.2294921875,0.2294921875,0.0458984375,0.0458984375,0.0458984375,30,60,86,25,10,9,220,ordinary,0.845703125,2.685250296833717e-16,2.685250296833717e-16,1.5495066939111417e-16
548,0.1923828125,0.1923828125,0.1923828125,0.025390625,0.025390625,0.025390625,0.0654296875,0.0654296875,0.0654296875,0.013671875,0.013671875,0.013671875,0.2958984375,0.2958984375,0.2958984375,0.0341796875,0.0576171875,0.00400543212890625,2,0.0166015625,0.0244140625,0.0010862350463867188,2,0.0107421875,0.0107421875,0.009724617004394531,1,0.201171875,0.201171875,0.18034744262695312,1,0.0068359375,0.0068359375,0.0068359375,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2578125,0.2578125,0.2578125,0.1083984375,0.1083984375,0.1083984375,21,26,80,33,35,53,248,ordinary,0.845703125,1.6082821442105304e-17,3.986917920521903e-17,1.0007852082468222e-19
549,0.0771484375,0.0771484375,0.0771484375,0.0595703125,0.0595703125,0.0595703125,0.111328125,0.111328125,0.111328125,0.0478515625,0.0478515625,0.0478515625,0.0751953125,0.0751953125,0.0751953125,0.0810546875,0.0810546875,0.06284904479980469,1,0.0068359375,0.0068359375,0.006268501281738281,1,0.0263671875,0.0263671875,0.02386951446533203,1,0.068359375,0.068359375,0.061283111572265625,1,0.0400390625,0.0400390625,0.0400390625,0.0595703125,0.0595703125,0.0595703125,0.056640625,0.056640625,0.056640625,0.2578125,0.2578125,0.2578125,0.1083984375,0.1083984375,0.1083984375,2,95,6,87,97,3,290,ordinary,0.845703125,5.8704805402802254e-18,5.8704805402802254e-18,3.3875236525865626e-18
550,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.0634765625,0.0634765625,0.0634765625,0.037109375,0.037109375,0.037109375,0.140625,0.140625,0.140625,0.076171875,0.09733072916666667,0.003124237060546875,3,0.0234375,0.0234375,0.02149200439453125,1,0.068359375,0.068359375,0.06188392639160156,1,0.033203125,0.05859375,0.00064849853515625,3,0.013671875,0.013671875,0.013671875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.1064453125,0.1064453125,0.1064453125,0.0439453125,0.0439453125,0.0439453125,88,14,90,36,18,19,265,ordinary,0.845703125,1.6013730273950324e-16,3.6109391794201706e-16,1.0649207641878765e-19
551,0.052734375,0.052734375,0.052734375,0.1220703125,0.1220703125,0.1220703125,0.03515625,0.03515625,0.03515625,0.02734375,0.02734375,0.02734375,0.0751953125,0.0751953125,0.0751953125,0.017578125,0.017578125,0.013629913330078125,1,0.01953125,0.01953125,0.017910003662109375,1,0.0107421875,0.0107421875,0.009724617004394531,1,0.08203125,0.08203125,0.07353973388671875,1,0.0400390625,0.0400390625,0.0400390625,0.046875,0.046875,0.046875,0.0244140625,0.0244140625,0.0244140625,0.1630859375,0.1630859375,0.1630859375,0.041015625,0.041015625,0.041015625,77,9,73,45,33,36,273,ordinary,0.845703125,3.6490423929459306e-20,3.6490423929459306e-20,2.1056568249530984e-20
552,0.0458984375,0.0458984375,0.0458984375,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1064453125,0.1064453125,0.08253669738769531,1,0.1484375,0.1484375,0.13611602783203125,1,0.0263671875,0.0263671875,0.02386951446533203,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.06640625,0.06640625,0.06640625,0,98,59,7,86,0,250,ordinary,0.845703125,4.46633714955329e-13,4.46633714955329e-13,2.577271593138712e-13
553,0.0859375,0.0859375,0.0859375,0.1220703125,0.1220703125,0.1220703125,0.0869140625,0.0869140625,0.0869140625,0.05859375,0.05859375,0.05859375,0.0869140625,0.0869140625,0.0869140625,0.07421875,0.07421875,0.05754852294921875,1,0.0244140625,0.0244140625,0.02238750457763672,1,0.0146484375,0.0146484375,0.013260841369628906,1,0.017578125,0.017578125,0.015758514404296875,1,0.0224609375,0.0224609375,0.0224609375,0.0615234375,0.0615234375,0.0615234375,0.0185546875,0.0185546875,0.0185546875,0.1630859375,0.1630859375,0.1630859375,0.08984375,0.08984375,0.08984375,29,87,36,77,94,11,334,silver,0.126953125,1.0332647213483623e-19,1.0332647213483623e-19,5.962388698734635e-20
554,0.052734375,0.052734375,0.052734375,0.04296875,0.04296875,0.04296875,0.04296875,0.04296875,0.04296875,0.03125,0.03125,0.03125,0.140625,0.140625,0.140625,0.0361328125,0.0361328125,0.028017044067382812,1,0.021484375,0.021484375,0.019701004028320312,1,0.0380859375,0.0380859375,0.034478187561035156,1,0.0478515625,0.0478515625,0.04289817810058594,1,0.0146484375,0.0146484375,0.0146484375,0.0615234375,0.0615234375,0.0615234375,0.015625,0.015625,0.015625,0.1630859375,0.1630859375,0.1630859375,0.0390625,0.0390625,0.0390625,36,58,53,15,95,13,270,ordinary,0.845703125,4.5924397910110946e-20,4.5924397910110946e-20,2.6500383245265246e-20
555,0.0771484375,0.0771484375,0.0771484375,0.04296875,0.04296875,0.04296875,0.0869140625,0.0869140625,0.0869140625,0.1962890625,0.1962890625,0.1962890625,0.140625,0.140625,0.140625,0.0361328125,0.0361328125,0.028017044067382812,1,0.0283203125,0.0283203125,0.025969505310058594,1,0.0478515625,0.0478515625,0.043318748474121094,1,0.029296875,0.0498046875,0.000171661376953125,4,0.013671875,0.013671875,0.013671875,0.2255859375,0.2255859375,0.2255859375,0.013671875,0.013671875,0.013671875,0.2294921875,0.2294921875,0.2294921875,0.1083984375,0.1083984375,0.1083984375,15,9,77,72,32,52,257,ordinary,0.845703125,1.0120985796415968e-17,1.7205675853907142e-17,3.81715739687649e-20
556,0.0517578125,0.0517578125,0.0517578125,0.0341796875,0.0341796875,0.0341796875,0.1103515625,0.1103515625,0.1103515625,0.0625,0.0625,0.0625,0.0751953125,0.0751953125,0.0751953125,0.0244140625,0.070556640625,0.0007390975952148438,4,0.0234375,0.0234375,0.02149200439453125,1,0.048828125,0.048828125,0.04420280456542969,1,0.0712890625,0.07666015625,0.004177093505859375,2,0.013671875,0.013671875,0.013671875,0.2021484375,0.2021484375,0.2021484375,0.025390625,0.025390625,0.025390625,0.2294921875,0.2294921875,0.2294921875,0.0439453125,0.0439453125,0.0439453125,57,92,69,40,36,3,297,ordinary,0.845703125,1.0937241936563135e-18,3.399010125943007e-18,1.6105205216315307e-21
557,0.0439453125,0.0439453125,0.0439453125,0.0595703125,0.0595703125,0.0595703125,0.0390625,0.0390625,0.0390625,0.0810546875,0.0810546875,0.0810546875,0.041015625,0.041015625,0.041015625,0.033203125,0.033203125,0.025745391845703125,1,0.0029296875,0.0029296875,0.0026865005493164062,1,0.0263671875,0.0263671875,0.02386951446533203,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0078125,0.0078125,0.0078125,0.064453125,0.064453125,0.064453125,0.0087890625,0.0087890625,0.0087890625,0.15625,0.15625,0.15625,0.0263671875,0.0263671875,0.0263671875,29,48,26,0,97,96,296,ordinary,0.845703125,1.168590594848584e-21,1.168590594848584e-21,6.743278089549405e-22
558,0.052734375,0.052734375,0.052734375,0.037109375,0.037109375,0.037109375,0.0634765625,0.0634765625,0.0634765625,0.05859375,0.05859375,0.05859375,0.2958984375,0.2958984375,0.2958984375,0.1064453125,0.1064453125,0.08253669738769531,1,0.052734375,0.052734375,0.04835700988769531,1,0.0478515625,0.0478515625,0.043318748474121094,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0087890625,0.0087890625,0.0087890625,0.0615234375,0.0615234375,0.0615234375,0.0068359375,0.0068359375,0.0068359375,0.1064453125,0.1064453125,0.1064453125,0.1083984375,0.1083984375,0.1083984375,51,96,69,10,11,93,330,silver,0.126953125,2.7224851199560184e-19,2.7224851199560184e-19,1.5709928130050058e-19
559,0.166015625,0.166015625,0.166015625,0.1220703125,0.1220703125,0.1220703125,0.1103515625,0.1103515625,0.1103515625,0.1962890625,0.1962890625,0.1962890625,0.0869140625,0.0869140625,0.0869140625,0.0732421875,0.0732421875,0.05679130554199219,1,0.0234375,0.0234375,0.02149200439453125,1,0.0478515625,0.0478515625,0.043318748474121094,1,0.08203125,0.08203125,0.07353973388671875,1,0.0107421875,0.0107421875,0.0107421875,0.125,0.125,0.125,0.0205078125,0.0205078125,0.0205078125,0.2578125,0.2578125,0.2578125,0.1533203125,0.1533203125,0.1533203125,100,41,73,24,71,38,347,silver,0.126953125,3.552555280896091e-17,3.552555280896091e-17,2.049979547429409e-17
560,0.0439453125,0.0439453125,0.0439453125,0.0224609375,0.0224609375,0.0224609375,0.0869140625,0.0869140625,0.0869140625,0.0478515625,0.0478515625,0.0478515625,0.0751953125,0.0751953125,0.0751953125,0.0732421875,0.0732421875,0.05679130554199219,1,0.0166015625,0.0166015625,0.015223503112792969,1,0.03125,0.03125,0.028289794921875,1,0.0478515625,0.0478515625,0.04289817810058594,1,0.01953125,0.01953125,0.01953125,0.08984375,0.08984375,0.08984375,0.0087890625,0.0087890625,0.0087890625,0.2578125,0.2578125,0.2578125,0.0341796875,0.0341796875,0.0341796875,81,90,8,3,16,73,271,ordinary,0.845703125,6.450958541976813e-20,6.450958541976813e-20,3.7224848107168157e-20
561,0.0771484375,0.0771484375,0.0771484375,0.1220703125,0.1220703125,0.1220703125,0.111328125,0.111328125,0.111328125,0.0283203125,0.0283203125,0.0283203125,0.140625,0.140625,0.140625,0.076171875,0.076171875,0.059062957763671875,1,0.0224609375,0.0224609375,0.02059650421142578,1,0.0361328125,0.0361328125,0.03271007537841797,1,0.08203125,0.08203125,0.07353973388671875,1,0.013671875,0.013671875,0.013671875,0.0615234375,0.0615234375,0.0615234375,0.0244140625,0.0244140625,0.0244140625,0.15625,0.15625,0.15625,0.0419921875,0.0419921875,0.0419921875,56,88,43,56,75,76,394,silver,0.126953125,3.6219873502754156e-19,3.6219873502754156e-19,2.090044883760337e-19
562,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.0263671875,0.0263671875,0.0263671875,0.1962890625,0.1962890625,0.1962890625,0.140625,0.140625,0.140625,0.076171875,0.08854166666666667,0.003124237060546875,3,0.0322265625,0.0322265625,0.02955150604248047,1,0.0263671875,0.0263671875,0.02386951446533203,1,0.0888671875,0.0888671875,0.07966804504394531,1,0.013671875,0.013671875,0.013671875,0.046875,0.046875,0.046875,0.013671875,0.013671875,0.013671875,0.15625,0.15625,0.15625,0.037109375,0.037109375,0.037109375,8,63,32,77,39,43,262,ordinary,0.845703125,6.319217097271131e-18,7.34541474554593e-18,1.928860179230104e-19
563,0.166015625,0.166015625,0.166015625,0.0380859375,0.0380859375,0.0380859375,0.0634765625,0.0634765625,0.0634765625,0.1962890625,0.1962890625,0.1962890625,0.140625,0.140625,0.140625,0.080078125,0.080078125,0.062091827392578125,1,0.009765625,0.009765625,0.008955001831054688,1,0.041015625,0.041015625,0.03713035583496094,1,0.033203125,0.033203125,0.029766082763671875,1,0.021484375,0.021484375,0.021484375,0.2255859375,0.2255859375,0.2255859375,0.0234375,0.0234375,0.0234375,0.2294921875,0.2294921875,0.2294921875,0.08984375,0.08984375,0.08984375,19,35,41,23,36,91,245,ordinary,0.845703125,2.3369403586570565e-17,2.3369403586570565e-17,1.3485166478819494e-17
564,0.0771484375,0.0771484375,0.0771484375,0.07421875,0.07421875,0.07421875,0.111328125,0.111328125,0.111328125,0.05859375,0.05859375,0.05859375,0.2958984375,0.2958984375,0.2958984375,0.021484375,0.068359375,0.000881195068359375,3,0.0078125,0.0078125,0.00716400146484375,1,0.068359375,0.068359375,0.06188392639160156,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.01953125,0.01953125,0.01953125,0.0615234375,0.0615234375,0.0615234375,0.0302734375,0.0302734375,0.0302734375,0.2294921875,0.2294921875,0.2294921875,0.037109375,0.037109375,0.037109375,55,49,33,73,3,13,226,ordinary,0.845703125,2.887635474905914e-18,9.187931056518818e-18,8.814137881231347e-20
565,0.052734375,0.052734375,0.052734375,0.1826171875,0.1826171875,0.1826171875,0.09765625,0.09765625,0.09765625,0.0478515625,0.0478515625,0.0478515625,0.140625,0.140625,0.140625,0.0244140625,0.03369140625,0.00286102294921875,2,0.0341796875,0.04296875,0.0022363662719726562,2,0.0390625,0.0390625,0.03536224365234375,1,0.0478515625,0.0478515625,0.04289817810058594,1,0.0087890625,0.0087890625,0.0087890625,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.15625,0.15625,0.15625,0.08984375,0.08984375,0.08984375,73,23,43,63,2,1,205,ordinary,0.845703125,6.466715646378318e-17,1.121882782994547e-16,4.0240410478539306e-19
566,0.0517578125,0.0517578125,0.0517578125,0.07421875,0.07421875,0.07421875,0.1669921875,0.1669921875,0.1669921875,0.0517578125,0.0517578125,0.0517578125,0.140625,0.140625,0.140625,0.0732421875,0.09505208333333333,0.0030040740966796875,3,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.060546875,0.060546875,0.054279327392578125,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.0205078125,0.0205078125,0.0205078125,0.2294921875,0.2294921875,0.2294921875,0.0458984375,0.0458984375,0.0458984375,3,85,88,22,14,33,245,ordinary,0.845703125,2.8062257866394697e-15,3.641857465327668e-15,8.565645222277614e-17
567,0.0224609375,0.0224609375,0.0224609375,0.0244140625,0.0244140625,0.0244140625,0.0654296875,0.0654296875,0.0654296875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.109375,0.109375,0.084808349609375,1,0.0244140625,0.0244140625,0.02238750457763672,1,0.0341796875,0.0341796875,0.03094196319580078,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.1875,0.1875,0.1875,0.0283203125,0.0283203125,0.0283203125,0.0302734375,0.0302734375,0.0302734375,0.2294921875,0.2294921875,0.2294921875,0.1083984375,0.1083984375,0.1083984375,93,33,1,53,8,94,282,ordinary,0.845703125,5.590719710752802e-17,5.590719710752802e-17,3.2260894359855915e-17
568,0.166015625,0.166015625,0.166015625,0.1220703125,0.1220703125,0.1220703125,0.0869140625,0.0869140625,0.0869140625,0.041015625,0.041015625,0.041015625,0.140625,0.140625,0.140625,0.0244140625,0.0244140625,0.018930435180664062,1,0.0244140625,0.0244140625,0.02238750457763672,1,0.0478515625,0.0478515625,0.043318748474121094,1,0.068359375,0.068359375,0.061283111572265625,1,0.021484375,0.021484375,0.021484375,0.125,0.125,0.125,0.0302734375,0.0302734375,0.0302734375,0.1064453125,0.1064453125,0.1064453125,0.0390625,0.0390625,0.0390625,12,12,15,69,70,64,242,ordinary,0.845703125,5.6628392935799745e-18,5.6628392935799745e-18,3.267705584947404e-18
569,0.0458984375,0.0458984375,0.0458984375,0.0703125,0.0703125,0.0703125,0.1103515625,0.1103515625,0.1103515625,0.0283203125,0.0283203125,0.0283203125,0.0869140625,0.0869140625,0.0869140625,0.0205078125,0.0205078125,0.015901565551757812,1,0.0205078125,0.0205078125,0.018805503845214844,1,0.0244140625,0.0244140625,0.022101402282714844,1,0.033203125,0.033203125,0.029766082763671875,1,0.0205078125,0.0205078125,0.0205078125,0.2021484375,0.2021484375,0.2021484375,0.0107421875,0.0107421875,0.0107421875,0.15625,0.15625,0.15625,0.0419921875,0.0419921875,0.0419921875,20,25,68,22,89,16,240,ordinary,0.845703125,7.384883076222227e-20,7.384883076222227e-20,4.2614000541589155e-20
570,0.0517578125,0.0517578125,0.0517578125,0.0341796875,0.0341796875,0.0341796875,0.111328125,0.111328125,0.111328125,0.0283203125,0.0283203125,0.0283203125,0.140625,0.140625,0.140625,0.0810546875,0.09765625,0.0033245086669921875,3,0.0224609375,0.03759765625,0.0014696121215820312,2,0.0234375,0.03564453125,0.00162506103515625,2,0.0869140625,0.0869140625,0.07791709899902344,1,0.013671875,0.013671875,0.013671875,0.2021484375,0.2021484375,0.2021484375,0.0302734375,0.0302734375,0.0302734375,0.2578125,0.2578125,0.2578125,0.0966796875,0.0966796875,0.0966796875,18,54,9,28,97,68,274,ordinary,0.845703125,5.130198518075118e-18,1.5735139400045965e-17,8.55774748140207e-22
571,0.1005859375,0.1005859375,0.1005859375,0.1826171875,0.1826171875,0.1826171875,0.0869140625,0.0869140625,0.0869140625,0.041015625,0.041015625,0.041015625,0.064453125,0.064453125,0.064453125,0.0244140625,0.07210286458333333,0.00026226043701171875,6,0.0234375,0.034830729166666664,0.00025177001953125,3,0.0244140625,0.025390625,0.0016927719116210938,2,0.03515625,0.057291666666666664,0.0006866455078125,3,0.0400390625,0.0400390625,0.0400390625,0.2021484375,0.2021484375,0.2021484375,0.0087890625,0.0087890625,0.0087890625,0.2578125,0.2578125,0.2578125,0.08984375,0.08984375,0.08984375,67,77,79,9,0,66,298,ordinary,0.845703125,2.888436550150099e-18,2.1485666579592942e-17,4.513741878752535e-25
572,0.0517578125,0.0517578125,0.0517578125,0.037109375,0.037109375,0.037109375,0.0390625,0.0390625,0.0390625,0.037109375,0.037109375,0.037109375,0.0751953125,0.0751953125,0.0751953125,0.109375,0.109375,0.084808349609375,1,0.0224609375,0.0224609375,0.02059650421142578,1,0.029296875,0.029296875,0.026521682739257812,1,0.0400390625,0.0400390625,0.03589439392089844,1,0.0078125,0.0078125,0.0078125,0.046875,0.046875,0.046875,0.01171875,0.01171875,0.01171875,0.2578125,0.2578125,0.2578125,0.0458984375,0.0458984375,0.0458984375,78,37,36,35,5,58,249,ordinary,0.845703125,2.5910604608273577e-20,2.5910604608273577e-20,1.4951550449932222e-20
573,0.0771484375,0.0771484375,0.0771484375,0.1220703125,0.1220703125,0.1220703125,0.1103515625,0.1103515625,0.1103515625,0.037109375,0.037109375,0.037109375,0.0869140625,0.0869140625,0.0869140625,0.076171875,0.09130859375,0.0089263916015625,2,0.02734375,0.02734375,0.025074005126953125,1,0.0263671875,0.03759765625,0.0018281936645507812,2,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.0615234375,0.0615234375,0.0615234375,0.056640625,0.056640625,0.056640625,0.2578125,0.2578125,0.2578125,0.0341796875,0.0341796875,0.0341796875,2,4,89,78,61,48,282,ordinary,0.845703125,1.8031549771327087e-16,3.0821021504907257e-16,1.2044287027509141e-18
574,0.166015625,0.166015625,0.166015625,0.0224609375,0.0224609375,0.0224609375,0.0390625,0.0390625,0.0390625,0.0478515625,0.0478515625,0.0478515625,0.083984375,0.083984375,0.083984375,0.0341796875,0.0341796875,0.026502609252929688,1,0.0029296875,0.0029296875,0.0026865005493164062,1,0.0244140625,0.0244140625,0.022101402282714844,1,0.0888671875,0.0888671875,0.07966804504394531,1,0.0166015625,0.0166015625,0.0166015625,0.046875,0.046875,0.046875,0.0087890625,0.0087890625,0.0087890625,0.1630859375,0.1630859375,0.1630859375,0.0966796875,0.0966796875,0.0966796875,55,88,3,23,8,96,273,ordinary,0.845703125,1.1598580910155573e-20,1.1598580910155573e-20,6.6928877286961355e-21
575,0.166015625,0.166015625,0.166015625,0.107421875,0.107421875,0.107421875,0.0869140625,0.0869140625,0.0869140625,0.041015625,0.041015625,0.041015625,0.140625,0.140625,0.140625,0.0244140625,0.0244140625,0.018930435180664062,1,0.0244140625,0.0244140625,0.02238750457763672,1,0.0478515625,0.0478515625,0.043318748474121094,1,0.068359375,0.068359375,0.061283111572265625,1,0.021484375,0.021484375,0.021484375,0.125,0.125,0.125,0.0302734375,0.0302734375,0.0302734375,0.1064453125,0.1064453125,0.1064453125,0.0390625,0.0390625,0.0390625,1,57,52,93,0,13,216,ordinary,0.845703125,4.983298578350378e-18,4.983298578350378e-18,2.8755809147537153e-18
576,0.0439453125,0.0439453125,0.0439453125,0.0224609375,0.0224609375,0.0224609375,0.09765625,0.09765625,0.09765625,0.03125,0.03125,0.03125,0.083984375,0.083984375,0.083984375,0.0068359375,0.0068359375,0.0053005218505859375,1,0.0234375,0.0234375,0.02149200439453125,1,0.0390625,0.0390625,0.03536224365234375,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.013671875,0.013671875,0.013671875,0.064453125,0.064453125,0.064453125,0.0234375,0.0234375,0.0234375,0.1630859375,0.1630859375,0.1630859375,0.0966796875,0.0966796875,0.0966796875,4,84,81,71,51,5,296,ordinary,0.845703125,3.7896707538387625e-20,3.7896707538387625e-20,2.186805530835055e-20
