Token ID,Left hand Rarity (min),Left hand Rarity (avg),Left hand Rarity (weighted),Right hand Rarity (min),Right hand Rarity (avg),Right hand Rarity (weighted),Shoes Rarity (min),Shoes Rarity (avg),Shoes Rarity (weighted),Hat Rarity (min),Hat Rarity (avg),Hat Rarity (weighted),Glasses Rarity (min),Glasses Rarity (avg),Glasses Rarity (weighted),Accessories Rarity (min),Accessories Rarity (avg),Accessories Rarity (weighted),# of Accessoriess,Top Rarity (min),Top Rarity (avg),Top Rarity (weighted),# of Tops,Bottom Rarity (min),Bottom Rarity (avg),Bottom Rarity (weighted),# of Bottoms,Body Rarity (min),Body Rarity (avg),Body Rarity (weighted),# of Bodys,Hair Rarity (min),Hair Rarity (avg),Hair Rarity (weighted),Mouth Rarity (min),Mouth Rarity (avg),Mouth Rarity (weighted),Beard Rarity (min),Beard Rarity (avg),Beard Rarity (weighted),Eyes Rarity (min),Eyes Rarity (avg),Eyes Rarity (weighted),Skin Rarity (min),Skin Rarity (avg),Skin Rarity (weighted),Niftiness,Power,Swag,Wealth,Empathy,Health,Total Skills,Skill Tier,Skill Rarity,Rarity (min),Rarity (avg),Rarity (weighted)
1,0.166015625,0.166015625,0.166015625,0.107421875,0.107421875,0.107421875,0.0185546875,0.0185546875,0.0185546875,0.0009765625,0.0009765625,0.0009765625,0.0869140625,0.0869140625,0.0869140625,0.005859375,0.05419921875,0.0001773834228515625,4,0.03125,0.03125,0.028656005859375,1,0.00390625,0.00390625,0.003536224365234375,1,0.015625,0.0584716796875,4.57763671875e-05,8,0.1875,0.1875,0.1875,0.2021484375,0.2021484375,0.2021484375,0.2783203125,0.2783203125,0.2783203125,0.1064453125,0.1064453125,0.1064453125,0.1083984375,0.1083984375,0.1083984375,9,10,61,85,25,68,258,ordinary,0.845703125,3.231103502998649e-20,1.1184540504618176e-18,2.3789171572125135e-24
2,0.0048828125,0.0048828125,0.0048828125,0.001953125,0.001953125,0.001953125,0.09765625,0.09765625,0.09765625,0.0810546875,0.0810546875,0.0810546875,0.2958984375,0.2958984375,0.2958984375,0.0205078125,0.0634765625,0.00240325927734375,2,0.0166015625,0.0166015625,0.015223503112792969,1,0.0009765625,0.0009765625,0.0008840560913085938,1,0.0048828125,0.0515625,4.76837158203125e-06,10,0.005859375,0.005859375,0.005859375,0.08984375,0.08984375,0.08984375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.1083984375,0.1083984375,0.1083984375,95,64,36,10,3,6,214,ordinary,0.845703125,1.1177695192282894e-22,3.653509514277609e-21,1.0618887223108566e-26
3,0.1923828125,0.1923828125,0.1923828125,0.00390625,0.00390625,0.00390625,0.0009765625,0.0009765625,0.0009765625,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.005859375,0.032063802083333336,6.29425048828125e-05,6,0.0078125,0.0078125,0.00716400146484375,1,0.00390625,0.017903645833333332,8.392333984375e-05,3,0.201171875,0.201171875,0.18034744262695312,1,0.001953125,0.001953125,0.001953125,0.125,0.125,0.125,0.005859375,0.005859375,0.005859375,0.1630859375,0.1630859375,0.1630859375,0.0341796875,0.0341796875,0.0341796875,18,97,75,34,24,43,291,ordinary,0.845703125,1.0340168741955788e-23,2.5934196370159945e-22,1.9617851329609187e-27
4,0.0859375,0.0859375,0.0859375,0.052734375,0.052734375,0.052734375,0.111328125,0.111328125,0.111328125,0.0068359375,0.0068359375,0.0068359375,0.2958984375,0.2958984375,0.2958984375,0.0380859375,0.05908203125,0.00446319580078125,2,0.009765625,0.009765625,0.008955001831054688,1,0.01953125,0.02197265625,0.001354217529296875,2,0.201171875,0.201171875,0.18034744262695312,1,0.0166015625,0.0166015625,0.0166015625,0.2255859375,0.2255859375,0.2255859375,0.056640625,0.056640625,0.056640625,0.2294921875,0.2294921875,0.2294921875,0.0390625,0.0390625,0.0390625,98,79,18,0,9,50,254,ordinary,0.845703125,2.398385918911926e-18,4.185644656562641e-18,1.6020169523113316e-20
5,0.0458984375,0.0458984375,0.0458984375,0.1826171875,0.1826171875,0.1826171875,0.0634765625,0.0634765625,0.0634765625,0.0810546875,0.0810546875,0.0810546875,0.2958984375,0.2958984375,0.2958984375,0.01171875,0.04296875,0.001373291015625,2,0.0341796875,0.0341796875,0.031342506408691406,1,0.046875,0.046875,0.0424346923828125,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.037109375,0.037109375,0.037109375,14,30,98,30,81,14,267,ordinary,0.845703125,4.0865739292835184e-15,1.49841044073729e-14,3.563926896251029e-16
6,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.0625,0.0625,0.0625,0.2958984375,0.2958984375,0.2958984375,0.01171875,0.02392578125,0.001373291015625,2,0.1484375,0.1484375,0.13611602783203125,1,0.0087890625,0.017578125,0.0006093978881835938,2,0.001953125,0.0238037109375,5.7220458984375e-06,8,0.0185546875,0.0185546875,0.0185546875,0.01953125,0.01953125,0.01953125,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.06640625,0.06640625,0.06640625,93,87,0,24,0,0,204,ordinary,0.845703125,4.21160525299322e-18,2.0959316766849077e-16,9.19336014887902e-23
7,0.052734375,0.052734375,0.052734375,0.001953125,0.001953125,0.001953125,0.0029296875,0.0029296875,0.0029296875,0.0478515625,0.0478515625,0.0478515625,0.2958984375,0.2958984375,0.2958984375,0.03125,0.075439453125,0.000946044921875,4,0.0126953125,0.01953125,4.9591064453125e-05,4,0.01953125,0.030924479166666668,0.00041961669921875,3,0.0068359375,0.0201171875,3.337860107421875e-05,5,0.00390625,0.00390625,0.00390625,0.0595703125,0.0595703125,0.0595703125,0.025390625,0.025390625,0.025390625,0.1064453125,0.1064453125,0.1064453125,0.0439453125,0.0439453125,0.0439453125,30,61,3,82,38,72,286,ordinary,0.845703125,5.289636315239803e-24,9.153822816785734e-23,6.562062420914201e-32
8,0.1005859375,0.1005859375,0.1005859375,0.07421875,0.07421875,0.07421875,0.0498046875,0.0498046875,0.0498046875,0.017578125,0.017578125,0.017578125,0.013671875,0.013671875,0.013671875,0.0078125,0.055013020833333336,8.392333984375e-05,6,0.0009765625,0.00830078125,6.389617919921875e-05,2,0.00390625,0.018229166666666668,8.392333984375e-05,3,0.013671875,0.034912109375,8.0108642578125e-05,4,0.0166015625,0.0166015625,0.0166015625,0.08984375,0.08984375,0.08984375,0.013671875,0.013671875,0.013671875,0.15625,0.15625,0.15625,0.1533203125,0.1533203125,0.1533203125,20,6,45,100,5,56,232,ordinary,0.845703125,1.5041893510430772e-23,1.0728813347103936e-20,1.3308959462563027e-30
9,0.01953125,0.01953125,0.01953125,0.1826171875,0.1826171875,0.1826171875,0.00390625,0.00390625,0.00390625,0.015625,0.015625,0.015625,0.2958984375,0.2958984375,0.2958984375,0.0029296875,0.041666666666666664,3.147125244140625e-05,6,0.001953125,0.0087890625,0.0001277923583984375,2,0.00390625,0.02587890625,0.000270843505859375,2,0.00390625,0.037109375,7.62939453125e-06,7,0.013671875,0.013671875,0.013671875,0.046875,0.046875,0.046875,0.01953125,0.01953125,0.01953125,0.1630859375,0.1630859375,0.1630859375,0.1083984375,0.1083984375,0.1083984375,20,90,77,0,14,88,289,ordinary,0.845703125,1.0525014402472694e-24,4.239475801316001e-21,1.001794641775975e-31
10,0.00390625,0.00390625,0.00390625,0.0341796875,0.0341796875,0.0341796875,0.0390625,0.0390625,0.0390625,0.0478515625,0.0478515625,0.0478515625,0.2958984375,0.2958984375,0.2958984375,0.076171875,0.09130859375,0.0089263916015625,2,0.0166015625,0.0166015625,0.015223503112792969,1,0.01953125,0.0244140625,0.001354217529296875,2,0.201171875,0.201171875,0.18034744262695312,1,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.0029296875,0.0029296875,0.01171875,0.01171875,0.01171875,0.1064453125,0.1064453125,0.1064453125,0.0390625,0.0390625,0.0390625,45,86,22,27,20,57,257,ordinary,0.845703125,4.3258853804048834e-23,6.481895561984881e-23,2.8895023350989183e-25
11,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.0458984375,0.0458984375,0.0458984375,0,36,52,39,51,56,234,ordinary,0.845703125,1.637694082708968e-11,1.637694082708968e-11,9.45021008554926e-12
12,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.0390625,0.0390625,0.0390625,22,47,9,39,10,92,219,ordinary,0.845703125,1.3937821980501856e-11,1.3937821980501856e-11,8.042731987701497e-12
13,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.1083984375,0.1083984375,0.1083984375,6,73,59,0,71,11,220,ordinary,0.845703125,3.8677455995892655e-11,3.8677455995892655e-11,2.2318581265871658e-11
14,0.0048828125,0.0048828125,0.0048828125,0.0361328125,0.0361328125,0.0361328125,0.0029296875,0.0029296875,0.0029296875,0.0048828125,0.0048828125,0.0048828125,0.2958984375,0.2958984375,0.2958984375,0.005859375,0.031640625,0.00011444091796875,5,0.1484375,0.1484375,0.13611602783203125,1,0.0107421875,0.025716145833333332,0.0002307891845703125,3,0.00390625,0.024609375,1.9073486328125e-05,5,0.001953125,0.001953125,0.001953125,0.125,0.125,0.125,0.0244140625,0.0244140625,0.0244140625,0.1064453125,0.1064453125,0.1064453125,0.1083984375,0.1083984375,0.1083984375,100,10,21,2,69,41,243,ordinary,0.845703125,1.58526227210418e-24,1.2910664173520463e-22,2.9784449013394035e-30
15,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.06640625,0.06640625,0.06640625,14,47,67,71,27,21,247,ordinary,0.845703125,2.3694297366853154e-11,2.3694297366853154e-11,1.3672644379092547e-11
16,0.01171875,0.01171875,0.01171875,0.01171875,0.01171875,0.01171875,0.0498046875,0.0498046875,0.0498046875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.005859375,0.06315104166666667,0.000240325927734375,3,0.037109375,0.037109375,0.03402900695800781,1,0.0009765625,0.01220703125,6.771087646484375e-05,2,0.03515625,0.03515625,0.03151702880859375,1,0.005859375,0.005859375,0.005859375,0.07421875,0.07421875,0.07421875,0.01171875,0.01171875,0.01171875,0.2578125,0.2578125,0.2578125,0.1083984375,0.1083984375,0.1083984375,32,69,32,38,72,34,277,ordinary,0.845703125,3.5719077881019137e-22,4.812153547859524e-20,8.350573918186827e-25
17,0.166015625,0.166015625,0.166015625,0.107421875,0.107421875,0.107421875,0.0185546875,0.0185546875,0.0185546875,0.009765625,0.009765625,0.009765625,0.0869140625,0.0869140625,0.0869140625,0.005859375,0.04296875,0.0001773834228515625,4,0.03125,0.03125,0.028656005859375,1,0.00390625,0.00390625,0.003536224365234375,1,0.017578125,0.05360243055555555,3.4332275390625e-05,9,0.0029296875,0.0029296875,0.0029296875,0.07421875,0.07421875,0.07421875,0.0205078125,0.0205078125,0.0205078125,0.0478515625,0.0478515625,0.0478515625,0.1083984375,0.1083984375,0.1083984375,57,2,84,70,6,11,230,ordinary,0.845703125,6.907337589303304e-23,1.5446284963075786e-21,3.390376050907011e-27
18,0.166015625,0.166015625,0.166015625,0.107421875,0.107421875,0.107421875,0.0185546875,0.0185546875,0.0185546875,0.009765625,0.009765625,0.009765625,0.0869140625,0.0869140625,0.0869140625,0.005859375,0.04296875,0.0001773834228515625,4,0.03125,0.03125,0.028656005859375,1,0.00390625,0.00390625,0.003536224365234375,1,0.017578125,0.05360243055555555,3.4332275390625e-05,9,0.0029296875,0.0029296875,0.0029296875,0.07421875,0.07421875,0.07421875,0.0029296875,0.0029296875,0.0029296875,0.0478515625,0.0478515625,0.0478515625,0.0966796875,0.0966796875,0.0966796875,98,90,25,0,0,0,213,ordinary,0.845703125,8.800854843513864e-24,1.968059474059849e-22,4.319784157526308e-28
19,0.166015625,0.166015625,0.166015625,0.00390625,0.00390625,0.00390625,0.0498046875,0.0498046875,0.0498046875,0.0625,0.0625,0.0625,0.0751953125,0.0751953125,0.0751953125,0.0361328125,0.0361328125,0.028017044067382812,1,0.01953125,0.01953125,0.017910003662109375,1,0.001953125,0.001953125,0.0017681121826171875,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0009765625,0.0009765625,0.0009765625,0.07421875,0.07421875,0.07421875,0.009765625,0.009765625,0.009765625,0.2578125,0.2578125,0.2578125,0.0146484375,0.0146484375,0.0146484375,61,9,97,83,9,9,268,ordinary,0.845703125,4.1108235006555054e-23,4.1108235006555054e-23,2.372124691416572e-23
20,0.0048828125,0.0048828125,0.0048828125,0.00390625,0.00390625,0.00390625,0.09765625,0.09765625,0.09765625,0.01171875,0.01171875,0.01171875,0.140625,0.140625,0.140625,0.0009765625,0.0009765625,0.0007572174072265625,1,0.009765625,0.009765625,0.008955001831054688,1,0.0126953125,0.0126953125,0.011492729187011719,1,0.02734375,0.02734375,0.02451324462890625,1,0.0009765625,0.0009765625,0.0009765625,0.07421875,0.07421875,0.07421875,0.01171875,0.01171875,0.01171875,0.0390625,0.0390625,0.0390625,0.0966796875,0.0966796875,0.0966796875,41,8,23,73,20,59,224,ordinary,0.845703125,2.7566630441556086e-26,2.7566630441556086e-26,1.5907149679168587e-26
21,0.01953125,0.01953125,0.01953125,0.0048828125,0.0048828125,0.0048828125,0.0185546875,0.0185546875,0.0185546875,0.0068359375,0.0068359375,0.0068359375,0.041015625,0.041015625,0.041015625,0.0029296875,0.0029296875,0.0022716522216796875,1,0.001953125,0.001953125,0.0017910003662109375,1,0.0302734375,0.0302734375,0.027405738830566406,1,0.009765625,0.009765625,0.008754730224609375,1,0.0234375,0.0234375,0.0234375,0.125,0.125,0.125,0.0185546875,0.0185546875,0.0185546875,0.0478515625,0.0478515625,0.0478515625,0.0205078125,0.0205078125,0.0205078125,3,12,77,52,48,99,291,ordinary,0.845703125,3.7863661166971406e-26,3.7863661166971406e-26,2.1848986108812885e-26
22,0.01171875,0.01171875,0.01171875,0.0595703125,0.0595703125,0.0595703125,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.048828125,0.048828125,0.048828125,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.0068359375,0.0068359375,0.0061283111572265625,1,0.009765625,0.009765625,0.009765625,0.0595703125,0.0595703125,0.0595703125,0.0185546875,0.0185546875,0.0185546875,0.2294921875,0.2294921875,0.2294921875,0.08984375,0.08984375,0.08984375,62,75,56,5,82,12,292,ordinary,0.845703125,3.2749868495079567e-18,3.2749868495079567e-18,1.889810440303168e-18
23,0.1005859375,0.1005859375,0.1005859375,0.0595703125,0.0595703125,0.0595703125,0.0107421875,0.0107421875,0.0107421875,0.0068359375,0.0068359375,0.0068359375,0.072265625,0.072265625,0.072265625,0.04296875,0.04296875,0.03331756591796875,1,0.1484375,0.1484375,0.13611602783203125,1,0.0048828125,0.0048828125,0.004420280456542969,1,0.0029296875,0.0029296875,0.0026264190673828125,1,0.0126953125,0.0126953125,0.0126953125,0.0029296875,0.0029296875,0.0029296875,0.0234375,0.0234375,0.0234375,0.0478515625,0.0478515625,0.0478515625,0.1533203125,0.1533203125,0.1533203125,19,94,40,43,84,10,290,ordinary,0.845703125,1.5691597212627485e-23,1.5691597212627485e-23,9.054736889068987e-24
24,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.0927734375,0.0927734375,0.0927734375,51,37,40,4,47,84,263,ordinary,0.845703125,3.310232720369191e-11,3.310232720369191e-11,1.9101488470791057e-11
25,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.1533203125,0.1533203125,0.1533203125,92,29,14,16,75,6,232,ordinary,0.845703125,5.470595127346979e-11,5.470595127346979e-11,3.156772305172838e-11
26,0.033203125,0.033203125,0.033203125,0.0380859375,0.0380859375,0.0380859375,0.0263671875,0.0263671875,0.0263671875,0.013671875,0.013671875,0.013671875,0.064453125,0.064453125,0.064453125,0.07421875,0.07421875,0.05754852294921875,1,0.0146484375,0.0146484375,0.013432502746582031,1,0.0048828125,0.0048828125,0.004420280456542969,1,0.0888671875,0.0888671875,0.07966804504394531,1,0.0029296875,0.0029296875,0.0029296875,0.064453125,0.064453125,0.064453125,0.0009765625,0.0009765625,0.0009765625,0.2578125,0.2578125,0.2578125,0.0419921875,0.0419921875,0.0419921875,74,11,7,94,95,59,340,silver,0.126953125,3.5129913696337555e-24,3.5129913696337555e-24,2.0271494427607376e-24
27,0.0048828125,0.0048828125,0.0048828125,0.0380859375,0.0380859375,0.0380859375,0.00390625,0.00390625,0.00390625,0.0810546875,0.0810546875,0.0810546875,0.017578125,0.017578125,0.017578125,0.0810546875,0.0810546875,0.06284904479980469,1,0.0009765625,0.0009765625,0.0008955001831054688,1,0.0263671875,0.0263671875,0.02386951446533203,1,0.02734375,0.02734375,0.02451324462890625,1,0.013671875,0.013671875,0.013671875,0.0029296875,0.0029296875,0.0029296875,0.01953125,0.01953125,0.01953125,0.0390625,0.0390625,0.0390625,0.0419921875,0.0419921875,0.0419921875,54,80,85,79,77,12,387,silver,0.126953125,9.622697283716751e-27,9.622697283716751e-27,5.55271658369469e-27
28,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.0966796875,0.0966796875,0.0966796875,1,0,0,90,77,36,204,ordinary,0.845703125,3.4496109401742094e-11,3.4496109401742094e-11,1.990576166956121e-11
29,0.0048828125,0.0048828125,0.0048828125,0.052734375,0.052734375,0.052734375,0.0185546875,0.0185546875,0.0185546875,0.0341796875,0.0341796875,0.0341796875,0.0869140625,0.0869140625,0.0869140625,0.0029296875,0.0029296875,0.0022716522216796875,1,0.021484375,0.021484375,0.019701004028320312,1,0.0126953125,0.0126953125,0.011492729187011719,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0126953125,0.0126953125,0.0126953125,0.07421875,0.07421875,0.07421875,0.013671875,0.013671875,0.013671875,0.1630859375,0.1630859375,0.1630859375,0.0419921875,0.0419921875,0.0419921875,65,59,6,57,1,83,271,ordinary,0.845703125,7.354296921056289e-23,7.354296921056289e-23,4.24375050684241e-23
30,0.166015625,0.166015625,0.166015625,0.1220703125,0.1220703125,0.1220703125,0.0107421875,0.0107421875,0.0107421875,0.05859375,0.05859375,0.05859375,0.140625,0.140625,0.140625,0.017578125,0.017578125,0.0020599365234375,2,0.03125,0.03125,0.028656005859375,1,0.0234375,0.0234375,0.02121734619140625,1,0.029296875,0.048828125,0.00171661376953125,2,0.0087890625,0.0087890625,0.0087890625,0.01953125,0.01953125,0.01953125,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.037109375,0.037109375,0.037109375,70,7,47,81,2,3,210,ordinary,0.845703125,2.3281325793540044e-19,3.8802209655900063e-19,1.3270451667535146e-21
31,0.166015625,0.166015625,0.166015625,0.107421875,0.107421875,0.107421875,0.03515625,0.03515625,0.03515625,0.0146484375,0.0146484375,0.0146484375,0.0048828125,0.0048828125,0.0048828125,0.1298828125,0.1298828125,0.10070991516113281,1,0.0224609375,0.0224609375,0.02059650421142578,1,0.0244140625,0.0244140625,0.022101402282714844,1,0.0869140625,0.0869140625,0.07791709899902344,1,0.0146484375,0.0146484375,0.0146484375,0.2021484375,0.2021484375,0.2021484375,0.0166015625,0.0166015625,0.0166015625,0.2578125,0.2578125,0.2578125,0.1533203125,0.1533203125,0.1533203125,66,36,60,64,36,10,272,ordinary,0.845703125,4.561918377882719e-19,4.561918377882719e-19,2.6324261361931655e-19
32,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.08984375,0.08984375,0.08984375,2,75,2,48,93,16,236,ordinary,0.845703125,3.2056990555154266e-11,3.2056990555154266e-11,1.8498283571713446e-11
33,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.0263671875,0.0263671875,0.0263671875,14,80,86,57,55,6,298,ordinary,0.845703125,9.408029836838752e-12,9.408029836838752e-12,5.4288440916985116e-12
34,0.1923828125,0.1923828125,0.1923828125,0.1826171875,0.1826171875,0.1826171875,0.1669921875,0.1669921875,0.1669921875,0.1962890625,0.1962890625,0.1962890625,0.2958984375,0.2958984375,0.2958984375,0.1298828125,0.1298828125,0.10070991516113281,1,0.1484375,0.1484375,0.13611602783203125,1,0.1181640625,0.1181640625,0.10697078704833984,1,0.201171875,0.201171875,0.18034744262695312,1,0.1875,0.1875,0.1875,0.2255859375,0.2255859375,0.2255859375,0.2783203125,0.2783203125,0.2783203125,0.2294921875,0.2294921875,0.2294921875,0.037109375,0.037109375,0.037109375,73,53,12,10,19,62,229,ordinary,0.845703125,1.3240930881476762e-11,1.3240930881476762e-11,7.640595388316423e-12
35,0.0390625,0.0390625,0.0390625,0.0048828125,0.0048828125,0.0048828125,0.0263671875,0.0263671875,0.0263671875,0.0478515625,0.0478515625,0.0478515625,0.0751953125,0.0751953125,0.0751953125,0.0341796875,0.0341796875,0.026502609252929688,1,0.00390625,0.00390625,0.003582000732421875,1,0.0126953125,0.0126953125,0.011492729187011719,1,0.03515625,0.03515625,0.03151702880859375,1,0.0078125,0.0078125,0.0078125,0.046875,0.046875,0.046875,0.0185546875,0.0185546875,0.0185546875,0.0390625,0.0390625,0.0390625,0.0458984375,0.0458984375,0.0458984375,91,78,43,0,9,61,282,ordinary,0.845703125,1.1110041233708141e-23,1.1110041233708141e-23,6.4109789994469184e-24
36,0.0458984375,0.0458984375,0.0458984375,0.0703125,0.0703125,0.0703125,0.0205078125,0.0205078125,0.0205078125,0.013671875,0.013671875,0.013671875,0.083984375,0.083984375,0.083984375,0.109375,0.109375,0.084808349609375,1,0.0166015625,0.0166015625,0.015223503112792969,1,0.0107421875,0.0107421875,0.009724617004394531,1,0.0068359375,0.0068359375,0.0061283111572265625,1,0.017578125,0.017578125,0.017578125,0.2021484375,0.2021484375,0.2021484375,0.013671875,0.013671875,0.013671875,0.15625,0.15625,0.15625,0.0927734375,0.0927734375,0.0927734375,76,21,3,100,65,29,294,ordinary,0.845703125,6.034854751552361e-21,6.034854751552361e-21,3.4823747511872655e-21
37,0.0859375,0.0859375,0.0859375,0.07421875,0.07421875,0.07421875,0.0029296875,0.0029296875,0.0029296875,0.009765625,0.009765625,0.009765625,0.041015625,0.041015625,0.041015625,0.017578125,0.017578125,0.013629913330078125,1,0.00390625,0.00390625,0.003582000732421875,1,0.00390625,0.00390625,0.003536224365234375,1,0.0400390625,0.0400390625,0.03589439392089844,1,0.0009765625,0.0009765625,0.0009765625,0.2021484375,0.2021484375,0.2021484375,0.0244140625,0.0244140625,0.0244140625,0.0390625,0.0390625,0.0390625,0.06640625,0.06640625,0.06640625,0,63,34,35,7,92,231,ordinary,0.845703125,8.498474088626646e-25,8.498474088626646e-25,4.903990702052914e-25
